id;chapter;index;name;aupadeshik;ganam;padam;settva;karma;kaumudi_dhatu_number;meaning;english_meaning;hindi_meaning
1010155;1;155;अङ्ग्;अगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;146;गतौ;to go;जाना
1010156;1;156;वङ्ग्;वगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;147;गतौ;to go;जाना
1010157;1;157;मङ्ग्;मगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;148;गतौ;to go;जाना
1010158;1;158;तङ्ग्;तगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;149;गतौ;to go;जाना
1010159;1;159;त्वङ्ग्;त्वगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;150;गतौ;to go;जाना
1010160;1;160;श्वेल्;श्वेलृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;;चलने;to go, walk;चलना, जाना
1010161;1;161;श्रङ्ग्;श्रगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;151;गतौ;to go;जाना
1010162;1;162;श्लङ्ग्;श्लगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;152;गतौ;to go;जाना
1010163;1;163;इङ्ग्;इगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;153;गतौ;to go;जाना
1010164;1;164;रिङ्ग्;रिगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;154;गतौ;to go;जाना
1010165;1;165;लिङ्ग्;लिगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;155;गतौ;to go;जाना
1010166;1;166;खर्ख्;खर्खँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;;हसने;to laugh;
1010167;1;167;कक्ख्;कक्ख;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;;हसने;to laugh;
1010168;1;168;रिख्;रिखँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;155P;गतौ;to go;
1010169;1;169;घर्ब्;घर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;गतौ;to go;जाना
1010170;1;170;नर्ब्;नर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;गतौ;to go;जाना
1010171;1;171;भर्ब्;भर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;गतौ;to go;जाना
1010172;1;172;त्रख्;त्रखँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;155P;गतौ;to go;
1010173;1;173;त्रिङ्ख्;त्रिखिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;155P;गतौ;to go;
1010174;1;174;शिङ्ख्;शिखिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;155P;गतौ;to go;
1010175;1;175;युङ्ग्;युगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;156;वर्जने;to abandon,to desert, to leave;त्याग देना, छोड़ देना
1010176;1;176;जुङ्ग्;जुगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;157;वर्जने;to abandon,to desert, to leave;त्याग देना
1010177;1;177;बुङ्ग्;बुगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;158;वर्जने;to abandon,to desert, to leave;त्याग देना
1010178;1;178;वुङ्ग्;वुगिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;वर्जने;to abandon,to desert, to leave;
1010179;1;179;घघ्;घघँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;159;हसने;to laugh, to tease;हसना, अहसास करना
1010180;1;180;घग्घ्;घग्घँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;हसने;to laugh, to tease;
1010181;1;181;वर्ब्;वर्बँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;गतौ;to go;जाना
1010182;1;182;बभ्र्;बभ्रँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;;गतौ;to go;जाना
1010183;1;183;मङ्घ्;मघिँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;160;मण्डने;to decorate;संवारना, भूषित करना, अलंकृत करना
1010184;1;184;शिङ्घ्;शिघिँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;161;आघ्राणे;to smell;सूंघना
1010185;1;185;मज्;मजँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;;शब्दे;to sound;शब्द करना
1010186;1;186;वर्च्;वर्चँ;भ्वादि;आत्मनेपदी;सेट्;अकर्मकः;162;दीप्तौ;to shine, to glow;प्रकाशित होना, चमकना
1010187;1;187;सच्;षचँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;163;सेचने सेवने च;to sprinkle,to serve, to satisfy;सींचना, गीला करना, सेवा करना, सेवा करके संतुष्ट रहना
1010188;1;188;लोच्;लोचृँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;164;दर्शने;to see,to perceive;देखना
1010189;1;189;शच्;शचँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;165;व्यक्तायां वाचि;to articulate, to speak clearly;स्पष्ट बोलना
1010190;1;190;श्वच्;श्वचँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;166;गतौ;to go, to move;जाना
1010191;1;191;श्वञ्च्;श्वचिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;167;गतौ;to go;जाना
1010192;1;192;कच्;कचँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;168;बन्धने;to bind, to tie;बांधना
1010193;1;193;कञ्च्;कचिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;169;दीप्तिबन्धनयोः;to shine, to glow, to bind, to tie;बांधना, चमकना, प्रकाशित होना
1010194;1;194;काञ्च्;काचिँ;भ्वादि;आत्मनेपदी;सेट्;सकर्मकः;170;दीप्तिबन्धनयोः;to shine, to glow, to bind, to tie;चमकना, बांधना
